idx	score	sentence1	sentence2
22	4.133185148239136	A man mixes vegetables in a pot.	A person is stirring vegetables in a pot.
23	4.8007601499557495	four children are playing on a trampoline.	Four kids are jumping on a trampoline.
24	4.328685402870178	There are two things to consider:	There are two possible causes for this:
25	3.640269637107849	She was the only woman in her unit and a member of Teamsters Local 995.	She was the only woman employed as a warehouse worker and heavy equipment operator and the only woman in her Teamsters local.
26	4.286930859088898	A father napping in a chair with a baby on his lap.	Man with pink shirt sleeping on chair with infant.
27	4.569390714168549	Moffitt said the results need to be replicated in another study before testing of individuals for presence of the long or short versions of the gene will be pursued.	Professor Moffitt said the results needed to be replicated before pursuing testing of individuals for the presence of the long or short versions of the gene.
28	4.938458502292633	It's not a good idea.	It is not a good idea.
29	3.2890579104423523	The injured were taken to hospitals in Jefferson City and Columbia  a college town about 30 miles to the north.	The injured were taken to hospitals in Jefferson City and Columbia  about 48km north; their conditions were not immediately available.
30	4.283662438392639	How should I proceed about this?	So how should I do this?
31	3.2060036063194275	"""Jeremy's a good guy  Barber said  adding: """"Jeremy is living the dream life of the New York athlete."""	"""He also said Shockey is """"living the dream life of a New York athlete."""
32	2.1705086529254913	A television  upholstered chair  and coffee stable in a bright room.	A leather couch and wooden table in a living room.
33	3.836519718170166	Two men are playing football.	Two men are practicing football.
34	4.64577853679657	The answer to both questions is: Yes.	The answer to both of your questions is yes.
35	3.3972984552383423	A black dog standing in a grassy area.	A long-haired dog stands in a grassy wooded area.
36	2.6466336846351624	She was taken by ambulance to Charing Cross Hospital in Hammersmith.	She was taken to Charing Cross Hospital  where she remained critically ill last night.
37	3.85017067193985	Two workers are sitting next to pipes eating lunch	The construction workers are sitting down to eat lunch.
38	4.82614666223526	The surfer does a flip off of a wave.	A surfer does a flip on a wave.
39	1.9464048743247986	MGM  NBC and Liberty executives were not immediately available for comment.	A Microsoft spokesman was not immediately available to comment.
40	1.390504539012909	Yes  there is a reason to not do what you propose.	Valid reasons to feel the way you do  but not a reason to resign.
41	3.1021517515182495	Barbini's comments came Tuesday  the second day of the Ministerial Conference and Expo on Agricultural Science and Technology.	U.S. Agriculture Secretary Ann Veneman kicks off the three-day Ministerial Conference and Expo on Agricultural Science and Technology on Monday.
42	4.096582531929016	It varies by the situation.	This varies by institution.
43	4.071693122386932	This is a very unusual request.	This sounds a bit unusual.
44	-0.0347850751131773	Two men wearing traditional clothing is standing outside.	Three women wearing black vests and gray shirts are talking outside of a building.
45	2.999982237815857	A black and white dog is jumping into the water.	a white dog runs across the water.
46	2.7903395891189575	A young laughing girl and a boy are playing on a big drum.	A baby girl and little boy are standing next to a guitar and a drum.
47	2.897096872329712	I would look at this: U.S.	I would look at this way: 
48	4.0649572014808655	Gov. Linda Lingle and members of her staff were at the Navy base and watched the launch.	Gov. Linda Lingle and other dignitaries are scheduled to be at the base to watch the launch.
49	-0.3203020617365837	Two men are dancing together.	A woman opens a closet.
50	2.9693055152893066	Governor Gray Davis estimated yesterday that the fires could cost nearly $2 billion.	State officials estimated the cost at nearly $2 billion.
51	2.8843876719474792	Second comes HP (27 percent with $2.9 billion  up just 0.4 percent).	HP fell to second place with server sales growing 0.4 percent to $2.9 billion.
52	4.375063478946686	A  man is dancing.	A man and woman is dancing.
53	3.6899685859680176	Some men are sawing.	Men are sawing logs.
54	3.6119547486305237	Yes  there is a reason for it.	Yes  that is exactly what it means.
55	3.77266526222229	That's what I believe.	Yes  I believe it's a good idea.
56	2.644951045513153	The birds are swimming in the water.	Birds fly low over water.
57	2.8923696279525757	He refused to reveal what percentage of flights carried sky marshals  or whether they would be increased.	He refused to say what percentage of domestic flights had security officers on board.
58	0.4001578688621521	A child wearing blue and white shorts is jumping in the surf.	A girl wearing green twists something in her hands.
59	4.05572772026062	You should do it.	You should do what it says.
60	3.4184014797210693	Sayliyah was the command base for the Iraq war  but Central Command sent hundreds who ran the war back home to Tampa  Florida.	As Sayliyah was the command base for the Iraq war  but hundreds who ran the war have returned to the United States.
61	1.6725170612335205	A man is cutting apple by his hand.	A man is cutting carpet with a knife.
62	4.199419617652893	I agree with the other comments.	I agree with the previous comments.
63	4.0625423192977905	Hormone replacement therapy that combines estrogen and progestin doubles a woman's risk of breast cancer  a British study of more than a million women has found.	A major British study has added to the evidence that hormone replacement therapy increases the risk of breast cancer  especially when women receive a combination of estrogen and progestin.
64	4.197871387004852	A yellow bird is eating fruit on a wire grate.	A yellow bird eating fruit on a bird feeder.
65	1.539892554283142	A person is peeling a potato with a potato peeler.	A man is cutting tomatoes with a cleaver.
66	1.9702975451946259	A woman in a plaid outfit is looking through a bag of produce.	This is the picture of a woman in a flowered dress  toting something in a bucket.
67	2.017923891544342	The answers so far are already good  but I'd like to add a map for Switzerland:	You have a lot of answers already  but I'd like to add Curries as another solutions.
68	3.6233675479888916	In addition  primary care trusts (PCTs) were given star ratings for the first time this year.	Primary Care Trusts and Mental Health Trusts have also been formally rated for the first time this year.
69	1.4776408672332764	There are two ways to start with: plunging and dripping.	There are two traditional ways to bend wood:
70	3.587193191051483	Older woman holding newborn baby.	a woman sitting on a sofa holding a baby.
71	3.1980866193771362	There are a few things you can do: 	There are a few minimally-effective things you can do at the personal level.
72	2.11337611079216	I have the same thing.	I had the same problem as you.
73	1.9702789187431335	You are on the right path.	You're right on about the sample definition.
74	2.7702713012695312	Primer/paint will not work.	Nope that will not work.
75	1.535213440656662	Two animals sitting on a rock.	The brown train is sitting on the railroad tracks.
76	4.121358096599579	a man working at the steel mill	A man working in a foundry.
77	4.006480574607849	Sean Harrigan  president of the California Public Employees' Retirement System  also suggested paring down the NYSE's 27-member board  changing its composition and making it more accountable.	Sean Harrigan  president of the California Public Employees' Retirement System  also suggested paring the NYSE's 27-member board and allotting more seats to investors outside the securities industry.
78	4.493731260299683	Two dogs and one cat sitting on couch.	Two dogs and a cat resting on a couch.
79	2.646232843399048	A black and white dog runs through the water.	Black and brown dog runs through field.
80	3.434874713420868	There are a few things I think you should do.	There are a few things I don't understand:
81	4.444161057472229	A soldier walks a dog.	A man walks a dog.
82	3.021995723247528	I have the same thing.	I have the same problem.
83	1.3373363018035889	It's all in her head.	It's all about adhesion.
84	2.0423537492752075	The American conservatives are clearly in the minority within the Episcopal Church.	The letter indicates the Vatican's interest in bolstering conservatives within the Episcopal Church.
85	4.291127920150757	It probably depends on the cut of meat.	It depends on the meat and how it's cut.
86	4.145479202270508	You answered your own question.	You've answered your own question already.
87	4.339709281921387	The device plays Internet radio streams and comes with a 30-day trial of RealNetworks' Rhapsody music service.	The product also streams Internet radio and comes with a 30-day free trial for RealNetworks' Rhapsody digital music subscription service.
88	4.893447756767273	Two green and white trains sitting on the tracks.	Two green and white trains are sitting on the train track.
89	0.6917203962802887	A man is doing exercise.	A baby is laughing.
90	3.248429000377655	"""The report cites the marriage of the alleged operational commander of the Bali bombings  Mukhlas  to Farida  a """"highly cosmopolitan and well-educated young woman""""."""	The report cites the marriage of the alleged operational commander of the Bali bombings  Mukhlas  as an example of how JI uses marriage to grow.
91	2.315874695777893	It depends on what you want to have in your tank.	i think it depends what you want:
92	4.114444255828857	A brown duck and white duck stand on the grass.	Brown and white ducks walking on green grass.
93	3.4048807621002197	There are four people outside.	Five people are outside.
94	3.850327730178833	Red and white bus driving down road.	A bus drives down a busy road.
95	4.007103443145752	A person is scrubbing a zucchini.	A woman is scrubbing a zucchini with a vegetable brush.
96	4.670157432556152	It will take time to oust die-hard remnants of Saddam Hussein's deposed regime in Iraq  Defense Secretary Donald H. Rumsfeld said Tuesday.	Defense Secretary Donald H. Rumsfeld said Tuesday it will take time to locate die-hard remnants of Saddam Hussein's deposed regime in Iraq.
97	2.2198770940303802	Some of what you can do:	Not much you can do besides:
98	0.7415442168712616	Lawtey is not the first faith-based program in Florida's prison system.	But Lawtey is the first entire prison to take that path.
99	3.990154266357422	Four children on stools in a diner.	Four children sit on tall bar stools at a yellow and grey bar.
100	2.475058287382126	Someone is slicing two uncooked racks of ribs apart.	Someone is cutting a piece of meat.
101	3.7168538570404053	Two women sitting in chairs in a shop.	Two women are sitting in a cafe.
102	0.6775841116905212	A train is moving.	A man is doing yoga.
103	2.9205697774887085	MediaQ's customers include major handheld makers Mitsubishi  Siemens  Palm  Sharp  Philips  Dell and Sony.	Nvidia will take advantage of MediaQ customers  which include such players as Siemens AG  Sharp  Philips  Dell  Mitsubishi and Sony Corp.
104	4.583072066307068	The Swedish central bank was also meeting on Wednesday and widely expected to announce a cut on Thursday.	The Swedish central bank  also meeting on Wednesday  is widely expected to announce a cut on Thursday of as much as half a percentage point.
105	1.8834593892097473	A man is playing a guitar.	A man is playing a trumpet.
106	0.5903705209493637	A woman is frying ground meat.	A man is cutting a trunk with an axe.
107	3.2052356004714966	The man is throwing knives at a tree.	A man is throwing blades into a close target outside.
108	4.16234016418457	But in the first 30 seconds after Young entered the ring  the family knew it was an uneven match  Meyers said.	But in the first 30 seconds of the bout  family members knew it was an uneven match  Jodie Meyers  Stacy Young's sister  said.
109	2.9273420572280884	This is the tip I find most useful:	Something like this is useful:  
110	1.2951946258544922	There's also what the string is made of.	There is also a Youtube-Version of the film.
111	-0.345245786011219	A woman is dancing near a fire.	A woman is cutting a tomatoe.
112	4.010888636112213	There are three options:	There are only three options:
113	2.7953344583511353	A man is playing a guitar.	A man is singing while playing the guitar.
114	1.8078885972499847	A woman is cutting tofu.	A woman is cutting an onion.
115	4.061495661735535	Two people ride their bikes down a dirt road.	Two people riding their bikes on a hill.
116	2.265097498893738	In the first case  I think you don't need it.	So I don't think you need to put it on the cover.
117	3.3509042859077454	I think it is depends on the program.	It depends on how the term is used I think.
118	4.593144059181213	The BlueCore3-Multimedia includes a 16-bit stereo audio CODEC with dual ADC and DAC for stereo audio.	BlueCore3-Multimedia contains an open platform DSP co-processor and also includes a 16-bit stereo audio codec with dual ADC and DAC for stereo audio.
119	3.245701789855957	Work into it slowly.	It seems to work.
120	4.199877083301544	A black and white photo of a man driving a car and someone with a motorcycle.	A black and white photo of a man in a classic car and a man with a classic motorcycle.
121	3.3399763703346252	A man and a woman walk with a white dog on a leash.	A man  woman and dog walk down a paved road.
122	2.6585200428962708	It's also a matter of taste.	It's definitely just a matter of preference.
123	3.2784080505371094	A female DJ holds up a Michael Jackson album.	a girl holding a picture of Michael Jackson smiling
124	3.3898770809173584	Its keywords are supported by Chinese language Web portals.	Chinese language Web portals also support 3721 keywords  the Web site said.
125	1.8049490451812744	You need to read a lot to know what you like and what you don't.	You have to know what you want to do.
126	3.9152508974075317	The man is using a camera to hammer a nail.	Someone is banging a camera lense against a nail.
127	2.9304954409599304	The security official's backup couldn't fill in because he was on active military duty  Strutt said.	The security official's backup was on active duty  and the lottery association didn't have a replacement in New Jersey  Strutt said.
128	4.668006002902985	Saddam is gone  but we want the (U.S.) occupation to end  said Hit resident Abu Qasim.	Saddam is gone  but we want the (U.S.) occupation to end.
129	4.209895730018616	A young person  deep in thought.	A young man deep in thought.
130	3.6666426062583923	You have a problem.	This is a big problem.
131	3.7593746185302734	The people are lifting bags.	Several people are carrying large bags.
132	1.8676748871803284	A brown and white cow in a field looking into the camera.	The black and white cat is looking up at the camera.
133	4.390551447868347	Sony Ericsson also said it would shut down its GSM/UMTS R&D center in Munich  Germany  to increase profitability.	Sony Ericsson also said it plans to close its R&D site in Munich  Germany  for GSM and UMTS handsets.
134	2.1616557240486145	I have few suggestions for you:	I have two suggestions for you:
135	3.0292966961860657	Two dogs playing in snow.	Two dogs playing in grass.
136	2.2515878081321716	Two black dogs are jumping and playing with a yellow tennis ball in the snow.	A brown dog and a black dog playing with a yellow soccer ball.
137	3.1730586290359497	A woman is playing an electric guitar.	A man is playing an acoustic guitar.
138	4.177273511886597	It later emerged that he had broken his right thigh and bones in his right wrist and elbow.	Tour doctors later confirmed that he had broken his right leg near the hip and also sustained wrist and elbow fractures.
139	3.0618801712989807	The American Express Corp. has pledged at least $3 million of more than $5 million needed.	The city had requested federal funds  but withdrew that request when American Express pledged at least $3 million.
140	3.0928057432174683	A large pile of wooden items piled high.	A large pile of scrap wood.
141	4.288614392280579	"""According to SunnComm's Peter Jacobs  """"MediaMax performs exactly as 'advertised' to the companies who purchased it."""	"""MediaMax performs EXACTLY as advertised"""" to the companies who purchased it  Jacobs said in the statement."""
142	4.843292832374573	Take a look at these:	Take a look at this: 
143	3.726121485233307	The girl has a driver's license	A man has a driver's license.
144	4.341968894004822	There are a few things I think you should do.	There are quite a few things you would need to do;
145	3.3125674724578857	The respected medical journal Lancet has called for a complete ban on tobacco in the United Kingdom.	A leading U.K. medical journal called Friday for a complete ban on tobacco  prompting outrage from smokers' groups.
146	2.760830521583557	A man in a white shirt and hat playing a guitar.	A man in a green shirt and black hat playing a guitar on stage.
147	4.565518498420715	There are a total of 659 women enrolled at the academy  the report said.	There were 659 women enrolled at the academy at the time of the survey.
148	3.8791409134864807	I don't see why there should be any problem with this whatsoever.	I don't see why that should be a problem.
149	2.015720456838608	A dog is running through a pond	A pale dog is running along a dirt path.
150	1.6840113699436188	The answer to both questions is: Yes.	If the answer to any of these questions is yes  a PhD may be worthwhile for you.
151	0.009347307495772839	Meat is being put into a skillet.	A woman is putting a baby into a trash can.
152	1.8834590911865234	A man is playing a guitar.	A man is playing a trumpet.
153	2.1438227593898773	You might have to try a variety before you find one that clicks with him.	My advice would be to try a variety of coffees that you can afford and find one you like.
154	4.091518819332123	Two women give a demonstration at a Renaissance Fair.	Two people are doing a demonstration at a renaissance fair.
155	2.3925183713436127	Navistar shares were down 44 cents  or 1.1 percent  at $41.19 on the New York Stock Exchange after falling as low as $39.93.	Navistar shares rose a penny to $41.64 at late afternoon on the New York Stock Exchange after earlier falling as low as $39.93.
156	3.8517045974731445	He proposed a system under which it would take fewer and fewer votes to overcome a filibuster.	Frist proposed a process in which it would take gradually fewer votes to overcome filibusters preventing final votes on judicial confirmations.
157	4.54878032207489	It depends on what you want to do next  and where you want to do it.	It depends on what and where you are going to do.
158	3.6099648475646973	Home office space with bright green walls and artwork.	Small office space with bright green walls.
159	3.9296939969062805	Downstream at Mount Vernon  the Skagit River was expected to crest at 36 feet -- 8 feet above flood stage -- tonight  Burke said.	The Skagit was expected to crest during the night at 38 feet at Mount Vernon  10 feet above flood stage  the National Weather Service said.
160	3.2193422317504883	I don't see why there should be any problem with this whatsoever.	I don't see why this could be a problem.
161	3.635123372077942	Black and white cows grazing in a pen.	Two black and white cows drinking out of a pond.
162	2.9113739728927612	A brown and white dog is running through the snow.	a brown and white dog is running on the grass.
163	0.8143478631973267	A person is playing a piano.	A person is slicing a potato.
164	4.060925543308258	A man tries to feed a mouse to a snake.	A man is teasing a snake with a mouse.
165	3.9088287949562073	A bird flies across the water.	A bird flies above the water.
166	3.664698004722595	The transaction will grant Handspring stockholders 0.09 of a share of Palm--and no shares of PalmSource--for each share of Handspring common stock.	Under the proposed terms of the transaction  and following the spinoff of PalmSource  Palm will exchange 0.09 shares for each share of Handspring.
167	2.9895052313804626	A black dog is jumping out of water.	A black dog is shaking off water.
168	4.343929886817932	A man is playing a musical keyboard.	A man is playing a keyboard piano.
169	3.910696506500244	A small white dog climbs over a log.	a small dog steps onto a log.
170	1.4897242188453674	A man is playing a ukulele.	A man is sitting and playing a small guitar.
171	2.61372447013855	SCO says the pricing terms for a license will not be announced for weeks.	Details on pricing will be announced within a few weeks  McBride said.
172	4.314820170402527	A person is slicing onions.	Someone is slicing an onion.
173	3.0103102326393127	Three young women standing in a room together.	Three dark haired young women in white  red and black sweaters.
174	4.169359803199768	I think there isn't a general answer.	I don't think there is an answer for this.
175	1.4310026168823242	Unfortunately the answer to your question is we simply do not know.	If the conversation is not about work  you know what the answer is to your own question.
176	0.5567453056573868	Three little girls are sitting on the grass.	Two poodles are running through the snow.
177	0.8823344111442566	Three dolphins are jumping out of a pool in front of a crowd of people.	A man is giving a presentation in front of a lot of people.
178	3.608194589614868	Before Thursday's matinee  Baker called a clubhouse meeting  concerned that the controversy had distracted the Cubs.	Baker called a pregame meeting  believing the the corked-bat episode had distracted the team.
179	3.677286207675934	It depends on what they are.	It depends on what they are evaluating  and how.
180	2.0997044444084167	Small child playing with letter P	2 young girls are sitting in front of a bookcase and 1 is reading a book.
181	1.9884872436523438	A car is driven down the road.	A girl is walking down a road.
182	4.41028505563736	The boy also sprayed the room full of retardant from fire extinguishers  which made it hard to see  the chief said.	The boy fired once into a wall and sprayed the room with fire extinguishers  making it hard to see  the chief said.
183	3.1139129400253296	The baby boy wants his mother.	A baby boy is happy to see his mother.
184	2.819943428039551	A man is kicking a soccer ball.	A man is performing tricks with a soccer ball.
185	4.057905077934265	Those conversations had not taken place as of Tuesday night  according to an Oracle spokeswoman.	Those talks have not taken place  according to an Oracle spokeswoman.
186	2.9651114344596863	You just have to base your answer on what you do know  which is what you want.	Remember this is your degree we are talking about  its up to you what you want to do.
187	4.33576226234436	a small bird sitting on a branch in winter.	A small bird perched on an icy branch.
188	3.566286861896515	A group of people are dancing.	Women are dancing outside.
189	0.8685030043125153	It's not a good idea.	It's a good idea to do both.
190	2.3801569640636444	He is about to run into the boat	The man is getting his boat clean to take it out on the water.
191	4.6785613894462585	A polar bear is running towards a group of walruses.	A polar bear is chasing a group of walruses.
192	1.701095700263977	You shouldn't feel any obligation at all.	You don't need sauce at all.
193	2.1224653720855713	Six children are cleaning a room.	Two male children cleaning up leaves in a parking lot.
194	4.0004852414131165	Researchers found the fossils in a semidesert area of Venezuela  about 250 miles west of Caracas.	Phoberomys' skeleton was unearthed 250 miles west of Caracas  Venezuela.
195	3.7413057684898376	A few more point to think about:	A few things to think about:
196	4.408511817455292	A person is slicing some garlic.	A person is dicing a clove of garlic with a knife.
197	4.029064774513245	A skunk is looking here and there.	A skunk looks at the camera.
198	0.525754950940609	A man is praying.	A man is dancing.
199	2.4075886607170105	You don't have to worry.	You don't have to do anything to season it.
200	-0.7464338839054108	A young woman is riding a Bay hose in a dirt riding-ring.	A man is staring at a horse with a white mane.
201	3.7523236870765686	Home office space with bright green walls and artwork.	An office with multiple desks and green walls.
202	1.6738241910934448	A man is playing piano.	A man is playing a violin.
203	3.4265726804733276	The new sensor -- dubbed CANARY for ''cellular analysis and notification of antigen risks and yields'' -- hijacks this natural process with two important changes.	The team has named the sensor Canary  for cellular analysis and notification of antigen risks and yields.
204	1.7991161346435547	You can use it  too.	You can still use it for practice.
205	1.8318840861320496	It depends on what you want to do next  and where you want to do it.	You need to pick how and where you want to place your foot and do it.
206	3.672097325325012	Frank Quattrone  the former Credit Suisse First Boston technology investment-banking guru  reportedly pleaded not guilty Tuesday to charges of obstruction of justice and witness tampering.	NEW YORK -(Dow Jones)- Former star investment banker Frank Quattrone pleaded not guilty Tuesday to criminal charges of obstruction of justice and witness tampering.
207	0.752493217587471	The kids are at the theater watching a movie.	it is picture day for the boys
208	3.026212751865387	You just have to base your answer on what you do know  which is what you want.	You have to do what is right for you.
209	3.1634390354156494	I've had this same problem.	I had this same situation.
210	4.628949761390686	Wal-Mart  Kohl's Corp.  Family Dollar Stores Inc.  and Big Lots Inc. were among the merchants posting May sales that fell below Wall Street's modest expectations.	Wal- Mart  Kohl's Corp.  Family Dollar Stores Inc.  and Big Lots Inc. posted May sales that fell below Wall Street's modest expectations.
211	3.2981276512145996	It depends on what you want to do next  and where you want to do it.	It depends on what you want to say/imply.
212	3.775585889816284	I'm afraid we are out of luck in this one.	I think this is one of those things where you are just out of luck.
213	4.231480956077576	A boy climbs a forest hill.	A boy is climbing a hill.
214	0.18980268388986588	A little girl in an orange striped outfit is airborne whilst bouncing on a bed.	A dog in a red shirt is chasing a squirrel through the glass.
215	1.8205830454826355	The woman is styling her hair.	The woman is slicing herbs.
216	2.485836446285248	It's pretty much up to you.	It's much better to ask.
217	4.150809347629547	Under Mexican law  bounty hunting is considered a form of kidnapping.	Bounty hunting is illegal in Mexico  and the bounty hunter was charged with kidnapping.
218	3.6447644233703613	The cat is drinking milk.	A white cat is licking and drinking milk kept on a plate.
219	1.7376431822776794	It really doesn't matter.	It doesn't matter unless it is really far off.
220	4.445518851280212	The government did not identify the taikonauts — a term coined from ‘‘taikong ’’ the Chinese word for space — who would travel on the second mission.	The government did not identify the taikonauts -- a term coined from taikong  the Chinese word for space.
221	4.008638262748718	I think it's fine to ask this question.	I think it is okay to ask the question.
222	4.032568335533142	You can do it  too.	Yes  you can do it.
223	4.312600791454315	A Philips flat-screen TV is shown with its two remote controls.	A Phillips flat screen TV with two remote controls.
224	4.298860132694244	Zombies parading around eating brains.	The zombies are eating flesh together.
225	1.7421746253967285	A group of kids are having a jumping contest.	A group of kids are having a sleepover.
226	1.8429598212242126	You need to read a lot to know what you like and what you don't.	You should tell a good story and sometimes you have to tweak reality/history to do so.
227	1.7917317152023315	A little girl is riding a toy tricycle on springs.	A little girl is playing on a toy outdoors.
228	2.5212717056274414	Three dogs running in the dirt.	The yellow dog is running on the dirt road.
229	2.727349102497101	On July 22  Moore announced he would appeal the case directly to the U.S. Supreme Court.	Moore of Alabama says he will appeal his case to the nation's highest court.
230	0.19331108778715134	Results from No. 2 U.S. soft drink maker PepsiCo Inc. (nyse: PEP - news - people) were likely to be in the spotlight.	Wall Street was also waiting for aluminum maker Alcoa Inc. (nyse: PEP - news - people) to report earnings after the close.
231	1.111055389046669	The tech-laced Nasdaq Composite Index gained 2.90 points  or 0.18 percent  to 1 606.87.	At 12:10 p.m. EDT  Canada's benchmark S&P/TSX composite index was up 6.87 points or 0.1 per cent to 6 979.29.
232	1.4756357669830322	A man is hitting a boy with flower vase.	A man is cutting a mat.
233	4.170123934745789	One  Fort Carson-based Sgt. Ernest Bucklew  33  had been on his way home to attend his mother's funeral in Pennsylvania.	Sgt. Ernest Bucklew  33  was coming home from Iraq to bury his mother in Pennsylvania.
234	0.280561912804842	A man is playing a guitar.	A man is eating pasta.
235	0.44596388936042786	A man in a wet suit is throwing a baby wearing a wet suit up into the air.	A man in a white print shirt and a woman in a black dress dancing.
236	3.2065370678901672	Waksal has pleaded guilty to securities fraud and is to be sentenced next week.	Waksal pleaded guilty to insider trading charges last year  and he is scheduled to be sentenced June 10.
237	4.806912839412689	One person wields an umbrella.	One person is holding an umbrella.
238	4.498506784439087	One witness told Anatolian he saw the plane on fire while it was still in the air.	One witness told the Anatolian news agency he saw the plane on fire in mid-air.
239	4.0716177225112915	The new analysis found that 32 of the 16 608 participants developed ovarian cancer during about 5 years of follow-up.	The new analysis found that 32 of 16 608 participants developed ovarian cancer in about 5 1/2 years of follow-up  including 20 women taking hormones.
240	3.628978431224823	The bishop told police he thought he had hit a dog or a cat or that someone had thrown a rock at his vehicle.	Bishop O'Brien  aged 67  had told police he thought he had hit a dog or cat.
241	2.498829960823059	There are a few things I think you should do.	There are a few minimally-effective things you can do at the personal level.
242	4.689965844154358	A man and a woman is kissing each other.	A man and a woman are hugging and kissing each other.
243	3.987908363342285	Looking to buy the latest Harry Potter?	Harry Potter's latest wizard trick?
244	3.369240462779999	Several people on motorcycles in a market square.	People on motorbikes in a city street.
245	3.916178047657013	Unfortunately  this question cannot be answered in its full generality.	This cannot be answered in general.
246	4.313510358333588	You can use it  too.	You can do it  too.
247	3.10291588306427	Two black and white dogs at the bottom of stairs.	A dog is lying at the bottom of a staircase next to another standing dog.
248	2.0337045192718506	A pole is behind a person that is playing peekaboo with a child.	There is a child with a ball
249	1.6823044419288635	Yes  it's probably a good idea to renew your passport.	It's a good idea.
250	2.603118419647217	A man is working on his farm.	An old guy is working on his farm and a cow kicks him.
251	4.370750188827515	Bolivia's army fought to stop columns of protesters from streaming into the food-starved capital on Wednesday as a popular uprising against the president spread.	Bolivia's army fought to stop a column of dynamite-wielding miners from streaming into the besieged capital on Wednesday  leaving two dead as a popular uprising against the President spread.
252	1.4085444808006287	The technology-laced Nasdaq Composite Index .IXIC shed 15 points  or 0.98 percent  to 1 492.	The broader Standard & Poor's 500 Index <.SPX> edged down 9 points  or 0.98 percent  to 921.
253	3.331969976425171	"""They said they had concluded that the film failed """"to present a balanced portrayal"""" of the Reagans."""	"""CBS said the show """"does not present a balanced portrayal of the Reagans for CBS and its audience."""
254	4.457620084285736	It''s absurd  Funny Cide's trainer Barclay Tagg said.	"""Meanwhile  Funny Cide's trainer  Barclay Tagg  called the allegations """"ridiculous."""""""
255	1.3736188411712646	You have to decide what you want to get out of this.	You're probably going to have to read various blogs to get all the information you want.
256	2.876010537147522	National Breast Cancer Centre chief executive Professor Christine Ewan said it was too early to quantify the risk to women.	National Breast Cancer Centre head Professor Christine Ewan said there was no need for panic.
257	2.435525953769684	A man is putting garlic on some bread slices.	A man is sprinkling seasoning on several split and buttered loaves of bread.
258	4.829363822937012	The Bush administration blames Hussein loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops for the wave of bombings and guerrilla attacks.	The Bush administration blames the wave of bombings and guerrilla attacks on Saddam loyalists and foreign Muslim militants who have entered Iraq to fight U.S. troops.
259	1.5469224750995636	A man is driving a car.	A man is riding a horse.
260	4.728057384490967	The next court session will be when the three-judge tribunal announces its verdict in mid-February.	The court's three-judge tribunal was expected to give its verdict next February.
261	2.981162667274475	Two dogs play in the grass.	Two dogs playing in the snow.
262	4.945335388183594	A woman riding a brown horse.	A girl riding a brown horse.
263	0.6599685549736023	The train heads down the tracks and along the hedge.	a dog on the floor of a patio looks at a cat on the fence.
264	2.219512462615967	The best thing you can do is to know your stuff.	The best thing you can do is find something else interesting to do while you wait on hold.
265	4.479340612888336	Taylor's aides warn an abrupt departure could trigger more chaos  a view shared by many in Liberia and  in private  even by mediators.	His aides warn an abrupt departure could trigger more bloodshed  a view shared by many in Liberia.
